2026-08-29T07:55:24.826Z,2, 190266, 275040, 0, 194.39, 37;3, 70586, 275040, 0, 206.74, 45
2026-08-29T07:55:25.916Z,2, 190266, 275040, 0, 194.38, 37;3, 71314, 275040, 2, 207.37, 45
2026-08-29T07:55:27.004Z,2, 190266, 275040, 0, 194.39, 37;3, 71312, 275040, 0, 206.74, 45
2026-08-29T07:55:28.113Z,2, 190266, 275040, 0, 194.39, 37;3, 71312, 275040, 0, 206.11, 45
2026-08-29T07:55:29.206Z,2, 190266, 275040, 0, 194.40, 37;3, 71314, 275040, 0, 207.20, 45
2026-08-29T07:55:30.278Z,2, 190266, 275040, 0, 194.43, 37;3, 72024, 275040, 0, 207.40, 45
2026-08-29T07:55:31.357Z,2, 190266, 275040, 0, 194.43, 37;3, 114436, 275040, 13, 208.81, 45
2026-08-29T07:55:32.433Z,2, 190266, 275040, 0, 194.39, 37;3, 122910, 275040, 9, 209.08, 45
2026-08-29T07:55:33.548Z,2, 190266, 275040, 0, 194.39, 37;3, 129938, 275040, 13, 209.03, 45
2026-08-29T07:55:34.662Z,2, 190266, 275040, 0, 194.47, 37;3, 137054, 275040, 6, 208.83, 45
2026-08-29T07:55:35.749Z,2, 190266, 275040, 0, 194.51, 37;3, 141224, 275040, 0, 208.35, 45
2026-08-29T07:55:36.821Z,2, 190266, 275040, 0, 194.35, 37;3, 141224, 275040, 0, 206.74, 45
2026-08-29T07:55:37.902Z,2, 190266, 275040, 0, 194.43, 37;3, 141224, 275040, 0, 206.68, 45
2026-08-29T07:55:38.969Z,2, 190266, 275040, 0, 194.47, 37;3, 141256, 275040, 21, 208.39, 45
2026-08-29T07:55:40.037Z,2, 190266, 275040, 0, 194.36, 37;3, 141256, 275040, 19, 209.15, 45
2026-08-29T07:55:41.106Z,2, 190266, 275040, 0, 194.43, 37;3, 141256, 275040, 20, 209.15, 45
2026-08-29T07:55:42.171Z,2, 190266, 275040, 0, 194.43, 37;3, 141256, 275040, 14, 209.11, 45
2026-08-29T07:55:43.240Z,2, 190266, 275040, 0, 194.39, 37;3, 141256, 275040, 0, 209.23, 45
2026-08-29T07:55:44.306Z,2, 190266, 275040, 0, 194.47, 37;3, 146000, 275040, 12, 208.83, 45
